,Ratings,Reviews,Sentiment
889,2.0,"Initially the process started well but later on they were not consistent. The interest rate was high when compared to others, i had to negotiate the interest rate. There was no clear information about the loan. The loan amount was for Rs 3 lacs for 3 years out of which they gave only Rs 2.84 lacs.",0
890,4.5,Bankbazaar is very helpful and there are no issues in the process. The customer support and response is good and they communicated very clearly and they followed up in the process. Overall it is good and it is easy to understand and get connected to the bank.,1
891,3.5,"My experience was good so far with bankbazaar, the services provided by bankbazaar is good when compared to others in the market. Customer service was good and they responded on time. Website is easy to use in bankbazaar but in mobile",0
892,3.0,"The application process was delayed for personal loan with IndusInd bank, it took more than 10 days to disburse the loan amount. The loan amount was for Rs 8.5 lacs for 2years with nominal interest rate of 11%. Customer service was not up to the mark and they did not inform about the insurance.",0
893,3.0,"I am using the services of bankbazaar from last 1.5 months, the services provided by bankbazar is average when compared to others. Customer service was good with bankbazaar and they responded on time.",0
894,4.0,"It was a overall a good experience with ICICI bank for personal loan, the loan amount was for Rs 1.5 lacs for 1 year and the rate of interest was little high when compared to others. They collected too many documents and it took 10 days to disburse",1
895,4.0,HDFC Bank is good overall in the personal loan process. The customer services and response is good. The rate of interest is of 13% and the processing fee is waived off. The documentation is collected on time and the after loan services is also good.,1
896,5.0,I had a plan to take my home loan with ICICI bank but simultaneously  i am looking for some other sources also.I am looking or 30 lakhs  loan mount  here . Their customer service  and responsiveness was really satisfactory  so its recommendable.,1
897,5.0,It had been a very good experience with them and the loan process has got over in 48 hours. The services which they had provided so far had been good and the loan amount which they had provided also had been good and the interest rate with them also had been good as well.,1
898,5.0,Bankbazaar provides best services when compared to others in the market. I know bankbazaar.com from last 1 year. Customer service was good with bankbazaar and their response was prompt. The mobile application of bankbazaar is user friendly and easy to access.,1
